filename,category,raw_rules,dataset_name
data grid recipe - pak.yml,health_and_education,(name:hotosm_pak_education_facilities),hotosm_pak_education_facilities
data grid recipe - pak.yml,socio-economic,(name:cod-ps-pak),cod-ps-pak
data grid recipe - pak.yml,socio-economic,(name:pakistan-mpi),pakistan-mpi
data grid recipe - phl.yml,affected_people,(name:philippines-displacement-data-mindanao-earthquake-site-assessment-iom-dtm),philippines-displacement-data-mindanao-earthquake-site-assessment-iom-dtm
data grid recipe - phl.yml,affected_people,(name:marawi-conflict-idp-and-returned-figures-by-month-and-region),marawi-conflict-idp-and-returned-figures-by-month-and-region
data grid recipe - phl.yml,affected_people,(name:philippines-displacement-data-mindanao-earthquake-site-assessment-iom-dtm),philippines-displacement-data-mindanao-earthquake-site-assessment-iom-dtm
data grid recipe - phl.yml,affected_people,(name:acled-data-for-philippines),acled-data-for-philippines
data grid recipe - phl.yml,coordination_context,(name:philippines-covid-19-response-who-does-what-where),philippines-covid-19-response-who-does-what-where
data grid recipe - phl.yml,coordination_context,(name:fts-requirements-and-funding-data-for-philippines),fts-requirements-and-funding-data-for-philippines
data grid recipe - phl.yml,coordination_context,(name:philippines-key-figures-on-the-severely-affected),philippines-key-figures-on-the-severely-affected
data grid recipe - phl.yml,coordination_context,(name:philippines-2019-natural-disaster-events-data),philippines-2019-natural-disaster-events-data
data grid recipe - phl.yml,coordination_context,(name:philippines-geohazards-data),philippines-geohazards-data
data grid recipe - phl.yml,coordination_context,(name:wfp-geonode-philippines-road-network-main-roads),wfp-geonode-philippines-road-network-main-roads
data grid recipe - phl.yml,coordination_context,(name:philippines-key-figures-on-the-severely-affected),philippines-key-figures-on-the-severely-affected
data grid recipe - phl.yml,food_security_and_nutrition,(name:philippines-chronic-food-insecurity),philippines-chronic-food-insecurity
data grid recipe - phl.yml,food_security_and_nutrition,(name:wfp-food-prices-for-philippines),wfp-food-prices-for-philippines
data grid recipe - phl.yml,geography_and_infrastructure,(name:philippines-administrative-levels-0-to-3),philippines-administrative-levels-0-to-3
data grid recipe - phl.yml,geography_and_infrastructure,(name:hotosm_phl_north_populated_places),hotosm_phl_north_populated_places
data grid recipe - phl.yml,geography_and_infrastructure,(name:hotosm_phl_south_populated_places),hotosm_phl_south_populated_places
data grid recipe - phl.yml,geography_and_infrastructure,(name:hotosm_phl_south_roads),hotosm_phl_south_roads
data grid recipe - phl.yml,geography_and_infrastructure,(name:hotosm_phl_north_roads),hotosm_phl_north_roads
data grid recipe - phl.yml,geography_and_infrastructure,(name:philippines-airport-locations),philippines-airport-locations
data grid recipe - phl.yml,health_and_education,(name:philippines-pre-disaster-indicators),philippines-pre-disaster-indicators
data grid recipe - phl.yml,health_and_education,(name:philippines-education-0-0),philippines-education-0-0
data grid recipe - phl.yml,health_and_education,(name:hotosm_phl_south_education_facilities),hotosm_phl_south_education_facilities
data grid recipe - phl.yml,health_and_education,(name:hotosm_phl_north_education_facilities),hotosm_phl_north_education_facilities
data grid recipe - phl.yml,health_and_education,(name:philippines-key-figures-on-the-severely-affected),philippines-key-figures-on-the-severely-affected
data grid recipe - phl.yml,socio-economic,(name:philippines-population-projections-by-province-level),philippines-population-projections-by-province-level
data grid recipe - phl.yml,socio-economic,(name:philippines-population-projections-by-province-level),philippines-population-projections-by-province-level
data grid recipe - phl.yml,socio-economic,(name:philippines-poverty-statistics),philippines-poverty-statistics
data grid recipe - pse.yml,affected_people,(name:state-of-palestine-idp-s),state-of-palestine-idp-s
data grid recipe - pse.yml,affected_people,(name:unhcr-population-data-for-pse),unhcr-population-data-for-pse
data grid recipe - pse.yml,affected_people,(name:opt-humanitarian-needs),opt-humanitarian-needs
data grid recipe - pse.yml,coordination_context,(name:pse-requirements-and-funding-data),pse-requirements-and-funding-data
data grid recipe - pse.yml,coordination_context,(name:palestine-acled-conflict-data),palestine-acled-conflict-data
data grid recipe - pse.yml,coordination_context,(name:state-of-palestine-humanitarian-access),state-of-palestine-humanitarian-access
data grid recipe - pse.yml,food_security_nutrition_poverty,(name:state-of-palestine-acute-food-insecurity-country-data),state-of-palestine-acute-food-insecurity-country-data
data grid recipe - pse.yml,food_security_nutrition_poverty,(name:state-of-palestine-malnutrition),state-of-palestine-malnutrition
data grid recipe - pse.yml,food_security_nutrition_poverty,(name:state-of-palestine-price-of-basic-commodities-in-gaza),state-of-palestine-price-of-basic-commodities-in-gaza
data grid recipe - pse.yml,food_security_nutrition_poverty,(name:wfp-food-prices-for-state-of-palestine),wfp-food-prices-for-state-of-palestine
data grid recipe - pse.yml,food_security_nutrition_poverty,(name:global-market-monitor),global-market-monitor
data grid recipe - pse.yml,food_security_nutrition_poverty,(name:state-of-palestine-mpi),state-of-palestine-mpi
data grid recipe - pse.yml,geography_and_infrastructure,(name:cod-ab-pse),cod-ab-pse
data grid recipe - pse.yml,geography_and_infrastructure,(name:cod-ps-pse),cod-ps-pse
data grid recipe - pse.yml,geography_and_infrastructure,(name:hotosm_pse_populated_places),hotosm_pse_populated_places
data grid recipe - pse.yml,geography_and_infrastructure,(name:worldpop-population-counts-2015-2030-pse),worldpop-population-counts-2015-2030-pse
data grid recipe - pse.yml,geography_and_infrastructure,(name:hotosm_pse_roads),hotosm_pse_roads
data grid recipe - pse.yml,health_and_education,(name:hotosm_pse_health_facilities),hotosm_pse_health_facilities
data grid recipe - pse.yml,health_and_education,(name:hotosm_pse_education_facilities),hotosm_pse_education_facilities
data grid recipe - pse.yml,health_and_education,(name:state-of-palestine-israeli-occupation-violations-against-education),state-of-palestine-israeli-occupation-violations-against-education
data grid recipe - sdn.yml,affected_people,(name:sudan-displacement-situation-countrywide-idps-iom-dtm),sudan-displacement-situation-countrywide-idps-iom-dtm
data grid recipe - sdn.yml,affected_people,(name:unhcr-population-data-for-sdn),unhcr-population-data-for-sdn
data grid recipe - sdn.yml,affected_people,(name:sdn-jiaf-humanitarian-needs-pin-and-severity),sdn-jiaf-humanitarian-needs-pin-and-severity
data grid recipe - sdn.yml,coordination_context,(name:sudan-operational-presence),sudan-operational-presence
data grid recipe - sdn.yml,coordination_context,(name:sdn-requirements-and-funding-data),sdn-requirements-and-funding-data
data grid recipe - sdn.yml,coordination_context,(name:sudan-acled-conflict-data),sudan-acled-conflict-data
data grid recipe - sdn.yml,food_security_nutrition_poverty,(name:sudan-acute-food-insecurity-country-data),sudan-acute-food-insecurity-country-data
data grid recipe - sdn.yml,food_security_nutrition_poverty,(name:gam-mam-and-sam-based-on-muac-measurements),gam-mam-and-sam-based-on-muac-measurements
data grid recipe - sdn.yml,food_security_nutrition_poverty,(name:wfp-food-prices-for-sudan),wfp-food-prices-for-sudan
data grid recipe - sdn.yml,food_security_nutrition_poverty,(name:global-market-monitor),global-market-monitor
data grid recipe - sdn.yml,geography_and_infrastructure,(name:cod-ab-sdn),cod-ab-sdn
data grid recipe - sdn.yml,geography_and_infrastructure,(name:cod-ps-sdn),cod-ps-sdn
data grid recipe - sdn.yml,geography_and_infrastructure,(name:hotosm_sdn_populated_places),hotosm_sdn_populated_places
data grid recipe - sdn.yml,geography_and_infrastructure,(name:worldpop-population-counts-2015-2021-sdn),worldpop-population-counts-2015-2021-sdn
data grid recipe - sdn.yml,geography_and_infrastructure,(name:hotosm_sdn_roads),hotosm_sdn_roads
data grid recipe - sdn.yml,health_and_education,(name:hotosm_sdn_health_facilities),hotosm_sdn_health_facilities
data grid recipe - sdn.yml,health_and_education,(name:hotosm_sdn_education_facilities),hotosm_sdn_education_facilities
data grid recipe - sdn.yml,climate,(name:sdn-rainfall-subnational),sdn-rainfall-subnational
data grid recipe - sdn.yml,climate,(name:floodscan),floodscan
data grid recipe - sdn.yml,climate,(name:sudan-people-affected-by-floods),sudan-people-affected-by-floods
data grid recipe - som.yml,affected_people,(name:somalia-displacement-idps-returnees-baseline-assessment-iom-dtm),somalia-displacement-idps-returnees-baseline-assessment-iom-dtm
data grid recipe - som.yml,affected_people,(name:unhcr-population-data-for-som),unhcr-population-data-for-som
data grid recipe - som.yml,affected_people,(name:somalia-displacement-idps-returnees-baseline-assessment-iom-dtm),somalia-displacement-idps-returnees-baseline-assessment-iom-dtm
data grid recipe - som.yml,affected_people,(name:somalia-humanitarian-needs),somalia-humanitarian-needs
data grid recipe - som.yml,coordination_context,(name:somalia-operational-presence),somalia-operational-presence
data grid recipe - som.yml,coordination_context,(name:som-requirements-and-funding-data),som-requirements-and-funding-data
data grid recipe - som.yml,coordination_context,(name:somalia-acled-conflict-data),somalia-acled-conflict-data
data grid recipe - som.yml,food_security_nutrition_poverty,(name:somalia-acute-food-insecurity-country-data),somalia-acute-food-insecurity-country-data
data grid recipe - som.yml,food_security_nutrition_poverty,(name:somalia-acute-malnutrition-analysis),somalia-acute-malnutrition-analysis
data grid recipe - som.yml,food_security_nutrition_poverty,(name:wfp-food-prices-for-somalia),wfp-food-prices-for-somalia
data grid recipe - som.yml,food_security_nutrition_poverty,(name:global-market-monitor),global-market-monitor
data grid recipe - som.yml,food_security_nutrition_poverty,(name:somalia-poverty-rate),somalia-poverty-rate
data grid recipe - som.yml,geography_and_infrastructure,(name:cod-ab-som),cod-ab-som
data grid recipe - som.yml,geography_and_infrastructure,(name:cod-ps-som),cod-ps-som
data grid recipe - som.yml,geography_and_infrastructure,(name:hotosm_som_populated_places),hotosm_som_populated_places
data grid recipe - som.yml,geography_and_infrastructure,(name:worldpop-population-counts-2015-2030-som),worldpop-population-counts-2015-2030-som
data grid recipe - som.yml,geography_and_infrastructure,(name:hotosm_som_roads),hotosm_som_roads
data grid recipe - som.yml,health_and_education,(name:hotosm_som_health_facilities),hotosm_som_health_facilities
data grid recipe - som.yml,health_and_education,(name:hotosm_som_education_facilities),hotosm_som_education_facilities
data grid recipe - som.yml,climate,(name:som-rainfall-subnational),som-rainfall-subnational
data grid recipe - som.yml,climate,(name:asap-hotspots-monthly),asap-hotspots-monthly
data grid recipe - som.yml,climate,(name:som-ndvi-subnational),som-ndvi-subnational
data grid recipe - som.yml,climate,(name:floodscan),floodscan
data grid recipe - som.yml,climate,(name:somalia-floods),somalia-floods
data grid recipe - ssd.yml,affected_people,(name:south-sudan-displacement-data-idps-returnees-baseline-assessment-iom-dtm),south-sudan-displacement-data-idps-returnees-baseline-assessment-iom-dtm
data grid recipe - ssd.yml,affected_people,(name:unhcr-population-data-for-ssd),unhcr-population-data-for-ssd
data grid recipe - ssd.yml,affected_people,(name:south-sudan-displacement-data-idps-returnees-baseline-assessment-iom-dtm),south-sudan-displacement-data-idps-returnees-baseline-assessment-iom-dtm
data grid recipe - ssd.yml,affected_people,(name:south-sudan-humanitarian-needs),south-sudan-humanitarian-needs
data grid recipe - ssd.yml,coordination_context,(name:south-sudan-operational-presence),south-sudan-operational-presence
data grid recipe - ssd.yml,coordination_context,(name:ssd-requirements-and-funding-data),ssd-requirements-and-funding-data
data grid recipe - ssd.yml,coordination_context,(name:south-sudan-acled-conflict-data),south-sudan-acled-conflict-data
data grid recipe - ssd.yml,coordination_context,(name:south-sudan-access-incidents-jan-dec_2024),south-sudan-access-incidents-jan-dec_2024
data grid recipe - ssd.yml,food_security_nutrition_poverty,(name:south-sudan-acute-food-insecurity-country-data),south-sudan-acute-food-insecurity-country-data
data grid recipe - ssd.yml,food_security_nutrition_poverty,(name:south-sudan-acute-malnutrition),south-sudan-acute-malnutrition
data grid recipe - ssd.yml,food_security_nutrition_poverty,(name:wfp-food-prices-for-south-sudan),wfp-food-prices-for-south-sudan
data grid recipe - ssd.yml,food_security_nutrition_poverty,(name:global-market-monitor),global-market-monitor
data grid recipe - ssd.yml,geography_and_infrastructure,(name:cod-ab-ssd),cod-ab-ssd
data grid recipe - ssd.yml,geography_and_infrastructure,(name:cod-ps-ssd),cod-ps-ssd
data grid recipe - ssd.yml,geography_and_infrastructure,(name:hotosm_ssd_populated_places),hotosm_ssd_populated_places
data grid recipe - ssd.yml,geography_and_infrastructure,(name:worldpop-population-counts-2015-2030-ssd),worldpop-population-counts-2015-2030-ssd
data grid recipe - ssd.yml,geography_and_infrastructure,(name:hotosm_ssd_roads),hotosm_ssd_roads
data grid recipe - ssd.yml,health_and_education,(name:south-sudan-health-facilities),south-sudan-health-facilities
data grid recipe - ssd.yml,health_and_education,(name:hotosm_ssd_education_facilities),hotosm_ssd_education_facilities
data grid recipe - ssd.yml,climate,(name:ssd-rainfall-subnational),ssd-rainfall-subnational
data grid recipe - ssd.yml,climate,(name:asap-hotspots-monthly),asap-hotspots-monthly
data grid recipe - ssd.yml,climate,(name:ssd-ndvi-subnational),ssd-ndvi-subnational
data grid recipe - ssd.yml,climate,(name:floodscan),floodscan
data grid recipe - ssd.yml,climate,(name:south-sudan-flood-data),south-sudan-flood-data
data grid recipe - syr.yml,affected_people,(name:syrian-arab-republic-displacement-data-iom-dtm),syrian-arab-republic-displacement-data-iom-dtm
data grid recipe - syr.yml,affected_people,(name:unhcr-population-data-for-syr),unhcr-population-data-for-syr
data grid recipe - syr.yml,affected_people,(name:syrian-arab-republic-displacement-data-iom-dtm),syrian-arab-republic-displacement-data-iom-dtm
data grid recipe - syr.yml,affected_people,(name:syr-jiaf-humanitarian-needs-pin-and-severity),syr-jiaf-humanitarian-needs-pin-and-severity
data grid recipe - syr.yml,coordination_context,(name:syrian-arab-republic-who-does-what-where-3w),syrian-arab-republic-who-does-what-where-3w
data grid recipe - syr.yml,coordination_context,(name:syr-requirements-and-funding-data),syr-requirements-and-funding-data
data grid recipe - syr.yml,coordination_context,(name:syria-acled-conflict-data),syria-acled-conflict-data
data grid recipe - syr.yml,coordination_context,(name:syria-humanitarian-access-severity),syria-humanitarian-access-severity
data grid recipe - syr.yml,food_security_nutrition_poverty,(name:syrian-arab-republic-food-security-agriculture-severity-classification),syrian-arab-republic-food-security-agriculture-severity-classification
data grid recipe - syr.yml,food_security_nutrition_poverty,(name:wfp-food-prices-for-syrian-arab-republic),wfp-food-prices-for-syrian-arab-republic
data grid recipe - syr.yml,food_security_nutrition_poverty,(name:global-market-monitor),global-market-monitor
data grid recipe - syr.yml,geography_and_infrastructure,(name:cod-ab-syr),cod-ab-syr
data grid recipe - syr.yml,geography_and_infrastructure,(name:syrian-arab-republic-baseline-population),syrian-arab-republic-baseline-population
data grid recipe - syr.yml,geography_and_infrastructure,(name:hotosm_syr_populated_places),hotosm_syr_populated_places
data grid recipe - syr.yml,geography_and_infrastructure,(name:worldpop-population-counts-2015-2030-syr),worldpop-population-counts-2015-2030-syr
data grid recipe - syr.yml,geography_and_infrastructure,(name:hotosm_syr_roads),hotosm_syr_roads
data grid recipe - syr.yml,health_and_education,(name:hotosm_syr_health_facilities),hotosm_syr_health_facilities
data grid recipe - syr.yml,health_and_education,(name:women-and-family-healthcare-services-in-northwest-syria),women-and-family-healthcare-services-in-northwest-syria
data grid recipe - syr.yml,health_and_education,(name:hotosm_syr_education_facilities),hotosm_syr_education_facilities
data grid recipe - syr.yml,climate,(name:syr-rainfall-subnational),syr-rainfall-subnational
data grid recipe - syr.yml,climate,(name:asap-hotspots-monthly),asap-hotspots-monthly
data grid recipe - syr.yml,climate,(name:syr-ndvi-subnational),syr-ndvi-subnational
data grid recipe - tcd.yml,affected_people,(name:chad-site-village-assessment-lac-province-data-iom-dtm),chad-site-village-assessment-lac-province-data-iom-dtm
data grid recipe - tcd.yml,affected_people,(name:unhcr-population-data-for-tcd),unhcr-population-data-for-tcd
data grid recipe - tcd.yml,affected_people,(name:population-au-tchad-et-total-idps-retournes-refugies-sadd),population-au-tchad-et-total-idps-retournes-refugies-sadd
data grid recipe - tcd.yml,affected_people,(name:tcd-jiaf-humanitarian-needs-pin-and-severity),tcd-jiaf-humanitarian-needs-pin-and-severity
data grid recipe - tcd.yml,coordination_context,(name:chad-operational-presence),chad-operational-presence
data grid recipe - tcd.yml,coordination_context,(name:tcd-requirements-and-funding-data),tcd-requirements-and-funding-data
data grid recipe - tcd.yml,coordination_context,(name:chad-acled-conflict-data),chad-acled-conflict-data
data grid recipe - tcd.yml,food_security_nutrition_poverty,(name:cadre-harmonise),cadre-harmonise
data grid recipe - tcd.yml,food_security_nutrition_poverty,(name:chad-nutrition-smart-survey),chad-nutrition-smart-survey
data grid recipe - tcd.yml,food_security_nutrition_poverty,(name:global-market-monitor),global-market-monitor
data grid recipe - tcd.yml,food_security_nutrition_poverty,(name:wfp-food-prices-for-chad),wfp-food-prices-for-chad
data grid recipe - tcd.yml,food_security_nutrition_poverty,(name:chad-mpi),chad-mpi
data grid recipe - tcd.yml,geography_and_infrastructure,(name:cod-ab-tcd),cod-ab-tcd
data grid recipe - tcd.yml,geography_and_infrastructure,(name:cod-ps-tcd),cod-ps-tcd
data grid recipe - tcd.yml,geography_and_infrastructure,(name:hotosm_tcd_populated_places),hotosm_tcd_populated_places
data grid recipe - tcd.yml,geography_and_infrastructure,(name:worldpop-population-counts-2015-2030-tcd),worldpop-population-counts-2015-2030-tcd
data grid recipe - tcd.yml,geography_and_infrastructure,(name:hotosm_tcd_roads),hotosm_tcd_roads
data grid recipe - tcd.yml,health_and_education,(name:hotosm_tcd_health_facilities),hotosm_tcd_health_facilities
data grid recipe - tcd.yml,health_and_education,(name:hotosm_tcd_education_facilities),hotosm_tcd_education_facilities
data grid recipe - tcd.yml,climate,(name:tcd-rainfall-subnational),tcd-rainfall-subnational
data grid recipe - tcd.yml,climate,(name:asap-hotspots-monthly),asap-hotspots-monthly
data grid recipe - tcd.yml,climate,(name:tcd-ndvi-subnational),tcd-ndvi-subnational
data grid recipe - tcd.yml,climate,(name:floodscan),floodscan
data grid recipe - tcd.yml,climate,(name:tchad-suivi-des-inondations),tchad-suivi-des-inondations
data grid recipe - ukr.yml,affected_people,(name:ukraine-displacement-data-baseline-assessment-raion-level-iom-dtm),ukraine-displacement-data-baseline-assessment-raion-level-iom-dtm
data grid recipe - ukr.yml,affected_people,(name:unhcr-population-data-for-ukr),unhcr-population-data-for-ukr
data grid recipe - ukr.yml,affected_people,(name:ukraine-displacement-data-returnees-iom-dtm),ukraine-displacement-data-returnees-iom-dtm
data grid recipe - ukr.yml,affected_people,(name:ukraine-humanitarian-needs),ukraine-humanitarian-needs
data grid recipe - ukr.yml,coordination_context,(name:ukraine-who-does-what-where-3w),ukraine-who-does-what-where-3w
data grid recipe - ukr.yml,coordination_context,(name:ukr-requirements-and-funding-data),ukr-requirements-and-funding-data
data grid recipe - ukr.yml,coordination_context,(name:ukraine-acled-conflict-data),ukraine-acled-conflict-data
data grid recipe - ukr.yml,coordination_context,(name:ukraine-border-crossings),ukraine-border-crossings
data grid recipe - ukr.yml,food_security_nutrition_poverty,(name:wfp-food-prices-for-ukraine),wfp-food-prices-for-ukraine
data grid recipe - ukr.yml,food_security_nutrition_poverty,(name:global-market-monitor),global-market-monitor
data grid recipe - ukr.yml,geography_and_infrastructure,(name:cod-ab-ukr),cod-ab-ukr
data grid recipe - ukr.yml,geography_and_infrastructure,(name:cod-ps-ukr),cod-ps-ukr
data grid recipe - ukr.yml,geography_and_infrastructure,(name:ukraine-populated-places),ukraine-populated-places
data grid recipe - ukr.yml,geography_and_infrastructure,(name:worldpop-population-counts-2015-2030-ukr),worldpop-population-counts-2015-2030-ukr
data grid recipe - ukr.yml,geography_and_infrastructure,(name:hotosm_ukr_roads),hotosm_ukr_roads
data grid recipe - ukr.yml,climate,(name:ukr-rainfall-subnational),ukr-rainfall-subnational
data grid recipe - ven.yml,affected_people,(name:unhcr-population-data-for-ven),unhcr-population-data-for-ven
data grid recipe - ven.yml,affected_people,(name:ven-jiaf-humanitarian-needs-pin-and-severity),ven-jiaf-humanitarian-needs-pin-and-severity
data grid recipe - ven.yml,coordination_context,(name:venezuela-who-does-what-and-where-3w),venezuela-who-does-what-and-where-3w
data grid recipe - ven.yml,coordination_context,(name:ven-requirements-and-funding-data),ven-requirements-and-funding-data
data grid recipe - ven.yml,coordination_context,(name:venezuela-acled-conflict-data),venezuela-acled-conflict-data
data grid recipe - ven.yml,food_security_nutrition_poverty,(name:wfp-food-prices-for-venezuela-bolivarian-republic-of),wfp-food-prices-for-venezuela-bolivarian-republic-of
data grid recipe - ven.yml,food_security_nutrition_poverty,(name:percentage-of-households-in-poverty-and-extreme-poverty-in-venezuela-from-2002-to-2021),percentage-of-households-in-poverty-and-extreme-poverty-in-venezuela-from-2002-to-2021
data grid recipe - ven.yml,geography_and_infrastructure,(name:cod-ab-ven),cod-ab-ven
data grid recipe - ven.yml,geography_and_infrastructure,(name:cod-ps-ven),cod-ps-ven
data grid recipe - ven.yml,geography_and_infrastructure,(name:hotosm_ven_populated_places),hotosm_ven_populated_places
data grid recipe - ven.yml,geography_and_infrastructure,(name:worldpop-population-counts-2015-2025-ven),worldpop-population-counts-2015-2025-ven
data grid recipe - ven.yml,geography_and_infrastructure,(name:hotosm_ven_roads),hotosm_ven_roads
data grid recipe - ven.yml,health_and_education,(name:hotosm_ven_health_facilities),hotosm_ven_health_facilities
data grid recipe - ven.yml,health_and_education,(name:hotosm_ven_education_facilities),hotosm_ven_education_facilities
data grid recipe - ven.yml,climate,(name:ven-rainfall-subnational),ven-rainfall-subnational
data grid recipe - yem.yml,affected_people,(name:yemen-displacement-daily-tracking-idps-returnees-iom-dtm),yemen-displacement-daily-tracking-idps-returnees-iom-dtm
data grid recipe - yem.yml,affected_people,(name:unhcr-population-data-for-yem),unhcr-population-data-for-yem
data grid recipe - yem.yml,affected_people,(name:yemen-displacement-daily-tracking-idps-returnees-iom-dtm),yemen-displacement-daily-tracking-idps-returnees-iom-dtm
data grid recipe - yem.yml,affected_people,(name:yemen-humanitarian-needs),yemen-humanitarian-needs
data grid recipe - yem.yml,coordination_context,(name:yemen-monthly-organizations-presence-3w),yemen-monthly-organizations-presence-3w
data grid recipe - yem.yml,coordination_context,(name:yem-requirements-and-funding-data),yem-requirements-and-funding-data
data grid recipe - yem.yml,coordination_context,(name:yemen-acled-conflict-data),yemen-acled-conflict-data
data grid recipe - yem.yml,coordination_context,(name:yemen-humanitarian-access),yemen-humanitarian-access
data grid recipe - yem.yml,food_security_nutrition_poverty,(name:yemen-acute-food-insecurity-country-data),yemen-acute-food-insecurity-country-data
data grid recipe - yem.yml,food_security_nutrition_poverty,(name:yemen-acute-malnutrition),yemen-acute-malnutrition
data grid recipe - yem.yml,food_security_nutrition_poverty,(name:wfp-food-prices-for-yemen),wfp-food-prices-for-yemen
data grid recipe - yem.yml,food_security_nutrition_poverty,(name:global-market-monitor),global-market-monitor
data grid recipe - yem.yml,food_security_nutrition_poverty,(name:yemen-mpi),yemen-mpi
data grid recipe - yem.yml,geography_and_infrastructure,(name:cod-ab-yem),cod-ab-yem
data grid recipe - yem.yml,geography_and_infrastructure,(name:yemen-population-estimates),yemen-population-estimates
data grid recipe - yem.yml,geography_and_infrastructure,(name:hotosm_yem_populated_places),hotosm_yem_populated_places
data grid recipe - yem.yml,geography_and_infrastructure,(name:worldpop-population-counts-2015-2030-yem),worldpop-population-counts-2015-2030-yem
data grid recipe - yem.yml,geography_and_infrastructure,(name:hotosm_yem_roads),hotosm_yem_roads
data grid recipe - yem.yml,health_and_education,(name:yemen-health-facilities-2023),yemen-health-facilities-2023
data grid recipe - yem.yml,health_and_education,(name:hotosm_yem_education_facilities),hotosm_yem_education_facilities
data grid recipe - yem.yml,climate,(name:yem-rainfall-subnational),yem-rainfall-subnational
data grid recipe - yem.yml,climate,(name:yemen-flood-preparedness-and-response),yemen-flood-preparedness-and-response
data grid recipe - zwe.yml,affected_people,(name:zimbabwe-humanitarian-needs-overview-2021),zimbabwe-humanitarian-needs-overview-2021
data grid recipe - zwe.yml,affected_people,(name:unhcr-population-data-for-zwe),unhcr-population-data-for-zwe
data grid recipe - zwe.yml,affected_people,(name:zimbabwe-humanitarian-needs-overview-2021),zimbabwe-humanitarian-needs-overview-2021
data grid recipe - zwe.yml,affected_people,(name:zimbabwe-humanitarian-needs-overview-2021),zimbabwe-humanitarian-needs-overview-2021
data grid recipe - zwe.yml,coordination_context,(name:zimbabwe-operational-presence),zimbabwe-operational-presence
data grid recipe - zwe.yml,coordination_context,(name:iati-zwe),iati-zwe
data grid recipe - zwe.yml,coordination_context,(name:fts-requirements-and-funding-data-for-zimbabwe),fts-requirements-and-funding-data-for-zimbabwe
data grid recipe - zwe.yml,coordination_context,(name:zimbabwe-acled-conflict-data),zimbabwe-acled-conflict-data
data grid recipe - zwe.yml,food_security_and_nutrition,(name:zimbabwe-acute-food-insecurity-country-data),zimbabwe-acute-food-insecurity-country-data
data grid recipe - zwe.yml,food_security_and_nutrition,(name:zimbabwe-gam-mam-and-sam-based-on-muac-measurements),zimbabwe-gam-mam-and-sam-based-on-muac-measurements
data grid recipe - zwe.yml,food_security_and_nutrition,(name:wfp-food-prices-for-zimbabwe),wfp-food-prices-for-zimbabwe
data grid recipe - zwe.yml,geography_and_infrastructure,(name:cod-ab-zwe),cod-ab-zwe
data grid recipe - zwe.yml,geography_and_infrastructure,(name:zimbabwe-zimbabwe-road-network-main-roads),zimbabwe-zimbabwe-road-network-main-roads
data grid recipe - zwe.yml,geography_and_infrastructure,(name:ourairports-zwe),ourairports-zwe
data grid recipe - zwe.yml,health_and_education,(name:zimbabwe-health-facilities),zimbabwe-health-facilities
data grid recipe - zwe.yml,health_and_education,(name:zimbabwe-schools-in-zimbabwe),zimbabwe-schools-in-zimbabwe
data grid recipe - zwe.yml,socio-economic,(name:cod-ps-zwe),cod-ps-zwe
data grid recipe - zwe.yml,socio-economic,(name:zimbabwe-mpi),zimbabwe-mpi
